dates,link,session_title,subscript,voting_id,voting_number,voting_title
23 i 24 stycznia 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8128.html","Posiedzenie: 71. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 4,8128,18,Ustawa o zmianie ustawy – Prawo własności przemysłowej
23 i 24 stycznia 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8129.html","Posiedzenie: 71. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 5,8129,19,Ustawa o zmianie ustawy – Prawo własności przemysłowej
23 i 24 stycznia 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8130.html","Posiedzenie: 71. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 6,8130,20,Ustawa o zmianie ustawy – Prawo własności przemysłowej
23 i 24 stycznia 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8131.html","Posiedzenie: 71. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 7,8131,21,Ustawa o zmianie ustawy – Prawo własności przemysłowej
23 i 24 stycznia 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8132.html","Posiedzenie: 71. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 8,8132,22,Ustawa o zmianie ustawy – Prawo własności przemysłowej
23 i 24 stycznia 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8133.html","Posiedzenie: 71. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 9,8133,23,Ustawa o zmianie ustawy – Prawo własności przemysłowej
23 i 24 stycznia 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8134.html","Posiedzenie: 71. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 10,8134,24,Ustawa o zmianie ustawy – Prawo własności przemysłowej
23 i 24 stycznia 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8135.html","Posiedzenie: 71. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 11,8135,25,Ustawa o zmianie ustawy – Prawo własności przemysłowej
23 i 24 stycznia 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8136.html","Posiedzenie: 71. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 12,8136,26,Ustawa o zmianie ustawy – Prawo własności przemysłowej
23 i 24 stycznia 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8137.html","Posiedzenie: 71. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 13,8137,27,Ustawa o zmianie ustawy – Prawo własności przemysłowej
23 i 24 stycznia 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8138.html","Posiedzenie: 71. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 14,8138,28,Ustawa o zmianie ustawy – Prawo własności przemysłowej
23 i 24 stycznia 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8139.html","Posiedzenie: 71. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 15,8139,29,Ustawa o zmianie ustawy – Prawo własności przemysłowej
23 i 24 stycznia 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8140.html","Posiedzenie: 71. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 16,8140,30,Ustawa o zmianie ustawy – Prawo własności przemysłowej
23 i 24 stycznia 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8141.html","Posiedzenie: 71. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 17,8141,31,Ustawa o zmianie ustawy – Prawo własności przemysłowej
23 i 24 stycznia 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8142.html","Posiedzenie: 71. posiedzenie Senatu RP IX kadencji, 2 dzień",Przyjęcie ustawy wraz z poprawkami,8142,32,Ustawa o zmianie ustawy – Prawo własności przemysłowej
13 i 14 lutego 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8155.html","Posiedzenie: 73. posiedzenie Senatu RP IX kadencji, 2 dzień",Wniosek o przyjęcie projektu,8155,1,Drugie czytanie projektu uchwały w 100. rocznicę utworzenia w Polsce instytucji kurateli sądowej
13 i 14 lutego 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8156.html","Posiedzenie: 73. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka,8156,2,Drugie czytanie projektu uchwały upamiętniającej Jana Olszewskiego – Prezesa Rady Ministrów Rzeczypospolitej Polskiej (1930–2019)
13 i 14 lutego 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8157.html","Posiedzenie: 73. posiedzenie Senatu RP IX kadencji, 2 dzień",Przyjęcie projektu wraz z poprawką,8157,3,Drugie czytanie projektu uchwały upamiętniającej Jana Olszewskiego – Prezesa Rady Ministrów Rzeczypospolitej Polskiej (1930–2019)
13 i 14 lutego 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8159.html","Posiedzenie: 73. posiedzenie Senatu RP IX kadencji, 2 dzień",Wniosek o przyjęcie ustawy bez poprawek,8159,4,Ustawa o zmianie ustawy o grach hazardowych
13 i 14 lutego 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8158.html","Posiedzenie: 73. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 1,8158,5,Ustawa o zmianie ustawy o cudzoziemcach oraz niektórych innych ustaw
13 i 14 lutego 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8160.html","Posiedzenie: 73. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 2,8160,6,Ustawa o zmianie ustawy o cudzoziemcach oraz niektórych innych ustaw
13 i 14 lutego 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8161.html","Posiedzenie: 73. posiedzenie Senatu RP IX kadencji, 2 dzień","Poprawka 3, 6, 8, 12",8161,7,Ustawa o zmianie ustawy o cudzoziemcach oraz niektórych innych ustaw
13 i 14 lutego 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8162.html","Posiedzenie: 73. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 5,8162,8,Ustawa o zmianie ustawy o cudzoziemcach oraz niektórych innych ustaw
13 i 14 lutego 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8163.html","Posiedzenie: 73. posiedzenie Senatu RP IX kadencji, 2 dzień","Poprawka 10, 11",8163,9,Ustawa o zmianie ustawy o cudzoziemcach oraz niektórych innych ustaw
13 i 14 lutego 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8164.html","Posiedzenie: 73. posiedzenie Senatu RP IX kadencji, 2 dzień",Przyjęcie ustawy wraz z poprawkami,8164,10,Ustawa o zmianie ustawy o cudzoziemcach oraz niektórych innych ustaw
13 i 14 lutego 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8165.html","Posiedzenie: 73. posiedzenie Senatu RP IX kadencji, 2 dzień",Wniosek o przyjęcie ustawy bez poprawek,8165,11,"Ustawa o wypowiedzeniu Umowy między Rzecząpospolitą Polską a Republiką Słowenii o wzajemnym popieraniu i ochronie inwestycji, sporządzonej  w Lublanie dnia 28 czerwca 1996 r."
13 i 14 lutego 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8166.html","Posiedzenie: 73. posiedzenie Senatu RP IX kadencji, 2 dzień",Wniosek o przyjęcie projektu,8166,12,Drugie czytanie projektu ustawy o zmianie ustawy – Prawo ochrony środowiska
26 czerwca 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8433.html","Posiedzenie: 81. posiedzenie Senatu RP IX kadencji, 1 dzień",NA,8433,1,Wniosek formalny
26 czerwca 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8434.html","Posiedzenie: 81. posiedzenie Senatu RP IX kadencji, 1 dzień",Wniosek o przyjęcie projektu,8434,2,Drugie czytanie projektu uchwały w sprawie 450. rocznicy unii polsko-litewskiej
26 czerwca 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8435.html","Posiedzenie: 81. posiedzenie Senatu RP IX kadencji, 1 dzień",Wniosek o podjęcie uchwały,8435,3,Wybór Wicemarszałka Senatu
26 czerwca 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8436.html","Posiedzenie: 81. posiedzenie Senatu RP IX kadencji, 1 dzień",Wniosek o podjęcie uchwały,8436,4,"Wybór przewodniczącego Komisji Rodziny, Polityki Senioralnej  i Społecznej"
26 czerwca 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8437.html","Posiedzenie: 81. posiedzenie Senatu RP IX kadencji, 1 dzień",Wniosek o podjęcie uchwały,8437,5,Odwołanie sekretarza Senatu
26 czerwca 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8438.html","Posiedzenie: 81. posiedzenie Senatu RP IX kadencji, 1 dzień",Wniosek o przyjęcie ustawy bez poprawek,8438,6,"Ustawa zmieniająca ustawę o zmianie ustawy o podatku akcyzowym oraz niektórych innych ustaw, ustawę o efektywności energetycznej oraz ustawę  o biokomponentach i biopaliwach ciekłych"
26 czerwca 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8439.html","Posiedzenie: 81. posiedzenie Senatu RP IX kadencji, 1 dzień",Wniosek o odrzucenie ustawy,8439,7,Ustawa o zmianie ustawy – Kodeks postępowania cywilnego oraz niektórych innych ustaw
26 czerwca 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8440.html","Posiedzenie: 81. posiedzenie Senatu RP IX kadencji, 1 dzień",Poprawka 1,8440,8,Ustawa o zmianie ustawy – Kodeks postępowania cywilnego oraz niektórych innych ustaw
"10, 11 i 12 lipca 2019 r.","https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8471.html","Posiedzenie: 82. posiedzenie Senatu RP IX kadencji, 1 dzień",NA,8471,1,Wniosek formalny
"10, 11 i 12 lipca 2019 r.","https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8472.html","Posiedzenie: 82. posiedzenie Senatu RP IX kadencji, 1 dzień",NA,8472,2,Wniosek formalny
26 czerwca 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8441.html","Posiedzenie: 81. posiedzenie Senatu RP IX kadencji, 1 dzień",Poprawka 2,8441,9,Ustawa o zmianie ustawy – Kodeks postępowania cywilnego oraz niektórych innych ustaw
26 czerwca 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8442.html","Posiedzenie: 81. posiedzenie Senatu RP IX kadencji, 1 dzień",Poprawka 3,8442,10,Ustawa o zmianie ustawy – Kodeks postępowania cywilnego oraz niektórych innych ustaw
26 czerwca 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8443.html","Posiedzenie: 81. posiedzenie Senatu RP IX kadencji, 1 dzień","Poprawka 4, 6, 22, 23",8443,11,Ustawa o zmianie ustawy – Kodeks postępowania cywilnego oraz niektórych innych ustaw
26 czerwca 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8470.html","Posiedzenie: 81. posiedzenie Senatu RP IX kadencji, 1 dzień","Poprawka 5, 24",8470,12,Ustawa o zmianie ustawy – Kodeks postępowania cywilnego oraz niektórych innych ustaw
26 czerwca 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8444.html","Posiedzenie: 81. posiedzenie Senatu RP IX kadencji, 1 dzień",Poprawka 7,8444,13,Ustawa o zmianie ustawy – Kodeks postępowania cywilnego oraz niektórych innych ustaw
26 czerwca 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8445.html","Posiedzenie: 81. posiedzenie Senatu RP IX kadencji, 1 dzień",Poprawka 8,8445,14,Ustawa o zmianie ustawy – Kodeks postępowania cywilnego oraz niektórych innych ustaw
26 czerwca 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8446.html","Posiedzenie: 81. posiedzenie Senatu RP IX kadencji, 1 dzień",Poprawka 9,8446,15,Ustawa o zmianie ustawy – Kodeks postępowania cywilnego oraz niektórych innych ustaw
26 czerwca 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8447.html","Posiedzenie: 81. posiedzenie Senatu RP IX kadencji, 1 dzień","Poprawka 10, 20",8447,16,Ustawa o zmianie ustawy – Kodeks postępowania cywilnego oraz niektórych innych ustaw
26 czerwca 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8448.html","Posiedzenie: 81. posiedzenie Senatu RP IX kadencji, 1 dzień",poprawka 11,8448,17,Ustawa o zmianie ustawy – Kodeks postępowania cywilnego oraz niektórych innych ustaw
26 czerwca 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8449.html","Posiedzenie: 81. posiedzenie Senatu RP IX kadencji, 1 dzień",poprawka 12,8449,18,Ustawa o zmianie ustawy – Kodeks postępowania cywilnego oraz niektórych innych ustaw
26 czerwca 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8450.html","Posiedzenie: 81. posiedzenie Senatu RP IX kadencji, 1 dzień","Poprawka 13, 25",8450,19,Ustawa o zmianie ustawy – Kodeks postępowania cywilnego oraz niektórych innych ustaw
26 czerwca 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8451.html","Posiedzenie: 81. posiedzenie Senatu RP IX kadencji, 1 dzień",Poprawka 14,8451,20,Ustawa o zmianie ustawy – Kodeks postępowania cywilnego oraz niektórych innych ustaw
26 czerwca 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8452.html","Posiedzenie: 81. posiedzenie Senatu RP IX kadencji, 1 dzień",Poprawka 15,8452,21,Ustawa o zmianie ustawy – Kodeks postępowania cywilnego oraz niektórych innych ustaw
26 czerwca 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8453.html","Posiedzenie: 81. posiedzenie Senatu RP IX kadencji, 1 dzień",Poprawka 16,8453,22,Ustawa o zmianie ustawy – Kodeks postępowania cywilnego oraz niektórych innych ustaw
26 czerwca 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8454.html","Posiedzenie: 81. posiedzenie Senatu RP IX kadencji, 1 dzień",Poprawka 17,8454,23,Ustawa o zmianie ustawy – Kodeks postępowania cywilnego oraz niektórych innych ustaw
26 czerwca 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8455.html","Posiedzenie: 81. posiedzenie Senatu RP IX kadencji, 1 dzień",Poprawka 18,8455,24,Ustawa o zmianie ustawy – Kodeks postępowania cywilnego oraz niektórych innych ustaw
26 czerwca 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8456.html","Posiedzenie: 81. posiedzenie Senatu RP IX kadencji, 1 dzień",Poprawka 19,8456,25,Ustawa o zmianie ustawy – Kodeks postępowania cywilnego oraz niektórych innych ustaw
26 czerwca 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8457.html","Posiedzenie: 81. posiedzenie Senatu RP IX kadencji, 1 dzień",Poprawka 21,8457,26,Ustawa o zmianie ustawy – Kodeks postępowania cywilnego oraz niektórych innych ustaw
26 czerwca 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8458.html","Posiedzenie: 81. posiedzenie Senatu RP IX kadencji, 1 dzień",Przyjęcie ustawy wraz z poprawkami,8458,27,Ustawa o zmianie ustawy – Kodeks postępowania cywilnego oraz niektórych innych ustaw
26 czerwca 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8459.html","Posiedzenie: 81. posiedzenie Senatu RP IX kadencji, 1 dzień",Wniosek o przyjęcie ustawy bez poprawek,8459,28,Ustawa o zmianie ustawy – Prawo ochrony środowiska oraz ustawy  o zarządzaniu kryzysowym
26 czerwca 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8460.html","Posiedzenie: 81. posiedzenie Senatu RP IX kadencji, 1 dzień","Poprawka 1, 2",8460,29,Ustawa o zmianie ustawy o odpadach oraz niektórych innych ustaw
26 czerwca 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8461.html","Posiedzenie: 81. posiedzenie Senatu RP IX kadencji, 1 dzień","Poprawka 3, 4",8461,30,Ustawa o zmianie ustawy o odpadach oraz niektórych innych ustaw
26 czerwca 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8462.html","Posiedzenie: 81. posiedzenie Senatu RP IX kadencji, 1 dzień",Poprawka 5,8462,31,Ustawa o zmianie ustawy o odpadach oraz niektórych innych ustaw
26 czerwca 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8463.html","Posiedzenie: 81. posiedzenie Senatu RP IX kadencji, 1 dzień",Poprawka 6,8463,32,Ustawa o zmianie ustawy o odpadach oraz niektórych innych ustaw
26 czerwca 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8464.html","Posiedzenie: 81. posiedzenie Senatu RP IX kadencji, 1 dzień",Poprawka 7,8464,33,Ustawa o zmianie ustawy o odpadach oraz niektórych innych ustaw
26 czerwca 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8465.html","Posiedzenie: 81. posiedzenie Senatu RP IX kadencji, 1 dzień",Poprawka 8,8465,34,Ustawa o zmianie ustawy o odpadach oraz niektórych innych ustaw
26 czerwca 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8466.html","Posiedzenie: 81. posiedzenie Senatu RP IX kadencji, 1 dzień",Przyjęcie ustawy wraz z poprawkami,8466,35,Ustawa o zmianie ustawy o odpadach oraz niektórych innych ustaw
26 czerwca 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8467.html","Posiedzenie: 81. posiedzenie Senatu RP IX kadencji, 1 dzień",Wniosek o przyjęcie ustawy bez poprawek,8467,36,Ustawa o zmianie ustawy o funduszach promocji produktów rolno-spożywczych
26 czerwca 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8468.html","Posiedzenie: 81. posiedzenie Senatu RP IX kadencji, 1 dzień",Wniosek o przyjęcie ustawy bez poprawek,8468,37,Ustawa o oznakowaniu produktów wytworzonych bez wykorzystania organizmów genetycznie zmodyfikowanych jako wolnych od tych organizmów
26 czerwca 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8469.html","Posiedzenie: 81. posiedzenie Senatu RP IX kadencji, 1 dzień",Wniosek o przyjęcie ustawy bez poprawek,8469,38,Ustawa o zmianie ustawy – Karta Nauczyciela oraz niektórych innych ustaw
31 lipca oraz 1 i 2 sierpnia 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8595.html","Posiedzenie: 83. posiedzenie Senatu RP IX kadencji, 1 dzień",NA,8595,1,Wniosek formalny
31 lipca oraz 1 i 2 sierpnia 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8596.html","Posiedzenie: 83. posiedzenie Senatu RP IX kadencji, 1 dzień",NA,8596,2,Wniosek formalny
31 lipca oraz 1 i 2 sierpnia 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8597.html","Posiedzenie: 83. posiedzenie Senatu RP IX kadencji, 1 dzień",Wniosek o podjęcie uchwały,8597,3,Drugie czytanie projektu uchwały w sprawie stulecia Związku Podhalan
31 lipca oraz 1 i 2 sierpnia 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8598.html","Posiedzenie: 83. posiedzenie Senatu RP IX kadencji, 1 dzień",Poprawka 1,8598,4,Ustawa o świadczeniu uzupełniającym dla osób niezdolnych do samodzielnej egzystencji
31 lipca oraz 1 i 2 sierpnia 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8599.html","Posiedzenie: 83. posiedzenie Senatu RP IX kadencji, 1 dzień",Poprawka 2,8599,5,Ustawa o świadczeniu uzupełniającym dla osób niezdolnych do samodzielnej egzystencji
31 lipca oraz 1 i 2 sierpnia 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8600.html","Posiedzenie: 83. posiedzenie Senatu RP IX kadencji, 1 dzień","Poprawka 3, 7, 13, 15, 18, 20, 23, 26",8600,6,Ustawa o świadczeniu uzupełniającym dla osób niezdolnych do samodzielnej egzystencji
31 lipca oraz 1 i 2 sierpnia 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8601.html","Posiedzenie: 83. posiedzenie Senatu RP IX kadencji, 1 dzień","Poprawka 4, 9, 10, 12, 14, 17, 19, 21, 22, 25",8601,7,Ustawa o świadczeniu uzupełniającym dla osób niezdolnych do samodzielnej egzystencji
31 lipca oraz 1 i 2 sierpnia 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8602.html","Posiedzenie: 83. posiedzenie Senatu RP IX kadencji, 1 dzień",Poprawka 11,8602,8,Ustawa o świadczeniu uzupełniającym dla osób niezdolnych do samodzielnej egzystencji
31 lipca oraz 1 i 2 sierpnia 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8603.html","Posiedzenie: 83. posiedzenie Senatu RP IX kadencji, 1 dzień",Przyjęcie ustawy wraz z poprawkami,8603,9,Ustawa o świadczeniu uzupełniającym dla osób niezdolnych do samodzielnej egzystencji
31 lipca oraz 1 i 2 sierpnia 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8604.html","Posiedzenie: 83. posiedzenie Senatu RP IX kadencji, 1 dzień",Wniosek o przyjęcie ustawy bez poprawek,8604,10,Ustawa o zmianie ustawy o ochronie przeciwpożarowej
31 lipca oraz 1 i 2 sierpnia 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8605.html","Posiedzenie: 83. posiedzenie Senatu RP IX kadencji, 1 dzień",Poprawka 1,8605,11,Ustawa o zmianie ustawy o ochronie przeciwpożarowej
31 lipca oraz 1 i 2 sierpnia 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8606.html","Posiedzenie: 83. posiedzenie Senatu RP IX kadencji, 1 dzień",Poprawka 2,8606,12,Ustawa o zmianie ustawy o ochronie przeciwpożarowej
31 lipca oraz 1 i 2 sierpnia 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8607.html","Posiedzenie: 83. posiedzenie Senatu RP IX kadencji, 1 dzień",Poprawka 3,8607,13,Ustawa o zmianie ustawy o ochronie przeciwpożarowej
31 lipca oraz 1 i 2 sierpnia 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8608.html","Posiedzenie: 83. posiedzenie Senatu RP IX kadencji, 1 dzień",Przyjęcie ustawy wraz z poprawkami,8608,14,Ustawa o zmianie ustawy o ochronie przeciwpożarowej
31 lipca oraz 1 i 2 sierpnia 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8609.html","Posiedzenie: 83. posiedzenie Senatu RP IX kadencji, 2 dzień",NA,8609,15,Wniosek formalny
31 lipca oraz 1 i 2 sierpnia 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8610.html","Posiedzenie: 83. posiedzenie Senatu RP IX kadencji, 2 dzień",Wniosek o podjęcie uchwały,8610,16,Drugie czytanie projektu uchwały w 75. rocznicę wybuchu Powstania Warszawskiego
"10, 11 i 12 lipca 2019 r.","https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8473.html","Posiedzenie: 82. posiedzenie Senatu RP IX kadencji, 3 dzień",Wniosek o podjęcie uchwały,8473,3,Drugie czytanie projektu uchwały w 100. rocznicę podpisania traktatu wersalskiego
"10, 11 i 12 lipca 2019 r.","https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8474.html","Posiedzenie: 82. posiedzenie Senatu RP IX kadencji, 3 dzień",Wniosek o przyjęcie ustawy bez poprawek,8474,4,Ustawa o zmianie ustawy o zawodach pielęgniarki i położnej
"10, 11 i 12 lipca 2019 r.","https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8475.html","Posiedzenie: 82. posiedzenie Senatu RP IX kadencji, 3 dzień",Wniosek o odrzucenie ustawy,8475,5,Ustawa o inwestycjach w zakresie budowy Muzeum Westerplatte i Wojny 1939 - Oddziału Muzeum II Wojny Światowej w Gdańsku
"10, 11 i 12 lipca 2019 r.","https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8476.html","Posiedzenie: 82. posiedzenie Senatu RP IX kadencji, 3 dzień","Poprawka 1, 9",8476,6,Ustawa o inwestycjach w zakresie budowy Muzeum Westerplatte i Wojny 1939 - Oddziału Muzeum II Wojny Światowej w Gdańsku
"10, 11 i 12 lipca 2019 r.","https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8477.html","Posiedzenie: 82. posiedzenie Senatu RP IX kadencji, 3 dzień","Poprawka 2, 18, 19",8477,7,Ustawa o inwestycjach w zakresie budowy Muzeum Westerplatte i Wojny 1939 - Oddziału Muzeum II Wojny Światowej w Gdańsku
"10, 11 i 12 lipca 2019 r.","https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8478.html","Posiedzenie: 82. posiedzenie Senatu RP IX kadencji, 3 dzień",Poprawka 3,8478,8,Ustawa o inwestycjach w zakresie budowy Muzeum Westerplatte i Wojny 1939 - Oddziału Muzeum II Wojny Światowej w Gdańsku
"10, 11 i 12 lipca 2019 r.","https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8479.html","Posiedzenie: 82. posiedzenie Senatu RP IX kadencji, 3 dzień","Poprawka 8, 14",8479,9,Ustawa o inwestycjach w zakresie budowy Muzeum Westerplatte i Wojny 1939 - Oddziału Muzeum II Wojny Światowej w Gdańsku
"10, 11 i 12 lipca 2019 r.","https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8480.html","Posiedzenie: 82. posiedzenie Senatu RP IX kadencji, 3 dzień","Poprawka 8, 14",8480,10,Ustawa o inwestycjach w zakresie budowy Muzeum Westerplatte i Wojny 1939 - Oddziału Muzeum II Wojny Światowej w Gdańsku
31 lipca oraz 1 i 2 sierpnia 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8611.html","Posiedzenie: 83. posiedzenie Senatu RP IX kadencji, 3 dzień",Wniosek o podjęcie uchwały,8611,17,Odwołanie przewodniczącego Komisji Gospodarki Narodowej	i Innowacyjności
30 i 31 sierpnia 2019 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8681.html","Posiedzenie: 84. posiedzenie Senatu RP IX kadencji, 1 dzień",NA,8681,1,Wniosek formalny
